index,genres,keywords,production_companies,title,cast,director,document
698,"['adventure', 'animation', 'drama', 'family', 'music']","['moses', 'egypt', 'pyramid', 'exodus', 'kingdom', 'governance', 'ancientegypt', 'hebrew', 'pharaoh', 'womandirector']",dreamworksskg,The Prince of Egypt,"['valkilmer', 'ralphfiennes', 'patrickstewart', 'michellepfeiffer', 'sandrabullock', 'jeffgoldblum', 'dannyglover', 'helenmirren', 'stevemartin', 'martinshort', 'jamesavery', 'amickbyram', 'ariacurzon', 'sallydworsky', 'ofrahaza', 'brianstokesmitchell', 'bobbymotown', 'edenriegel', 'shiraroth', 'stephaniesawyer', 'francescasmith', 'lindashayne']",simonwells,adventure animation drama family music moses egypt pyramid exodus kingdom governance ancientegypt hebrew pharaoh womandirector d r e a m w o r k s s k g
699,"['comedy', 'family']","['competition', 'success', 'kindergarten', 'children', 'unemployment']",columbiapictures,Daddy Day Care,"['eddiemurphy', 'jeffgarlin', 'stevezahn', 'reginaking', 'kevinnealon', 'siobhanfallon', 'laceychabert', 'jonathankatz', 'lisaedelstein', 'laurakightlinger', 'leilaarcieri', 'anjelicahuston', 'khamanigriffin', 'maxburkholder', 'arthuryoung', 'cheaptrick', 'damaniroberts', 'joanblair', 'ellefanning', 'cesarflores', 'haileynoellejohnson', 'felixachille', 'shanebaumel', 'jimmybennett', 'connorcarmody', 'kennedymccullough', 'alyssashafer', 'bridgetteho', 'briehillarbaugh', 'susansantiago', 'annabellegurwitch', 'maryportser', 'timmydeters', 'mcnallysagal', 'taramercurio', 'garyowen', 'wallacelangham', 'fredstoller', 'bessmeisler', 'sonyaeddy', 'paulanthonyreynolds', 'rachaelharris', 'markgriffin', 'denniscockrum', 'donwinston', 'lisaolivarodriguez', 'michellekrusiec', 'kristincruz', 'brianpalermo', 'rogere.reid', 'nathanielcarter', 'tracybritton']",stevecarr,comedy family competition success kindergarten children unemployment c o l u m b i a p i c t u r e s
700,"['action', 'comedy', 'crime']","['undercover', 'undercoveragent', 'basedoncomicbook', 'money', 'fugitive', 'bankrobbery', 'deaagent']",universalstudios,2 Guns,"['denzelwashington', 'markwahlberg', 'paulapatton', 'billpaxton', 'fredward', 'jamesmarsden', 'edwardjamesolmos', 'robertjohnburke', 'taitfletcher', 'ambyrchilders', 'dorismorgado', 'eviethompson', 'azureparsons', 'edgararreola', 'patrickfischler', 'christophermatthewcook', 'timbell', 'lindseyg.smith', 'gregsproles', 'dereksolorsano', 'kylerussellclements', 'johnmcconnell', 'jacklandry', 'ritchiemontgomery', 'robertlarriviere', 'lucyfaust', 'georgewilson', 'yohancemyles', 'jesusjr.', 'samuelbaca-garcia', 'michaelbeasley', 'christopherdempsey', 'billstinchcomb', 'markadam', 'davidkency', 'gilbertrosales', 'petergabb', 'jasonkirkpatrick', 'tonysanford', 'luckyjohnson', 'lindseygort', 'hillelm.sharman', 'aaronzell', 'henrypenzi']",baltasarkormákur,action comedy crime undercover undercoveragent basedoncomicbook money fugitive bankrobbery deaagent u n i v e r s a l s t u d i o s
701,"['comedy', 'family']","['fight', 'governance', 'puppy', 'allergy', '3d']",villageroadshowpictures,Cats & Dogs,"['jeffgoldblum', 'elizabethperkins', 'alexanderpollock', 'miriammargolyes', 'tobeymaguire', 'alecbaldwin', 'susansarandon', 'charltonheston']",lawrenceguterman,comedy family fight governance puppy allergy 3d v i l l a g e r o a d s h o w p i c t u r e s
702,"['action', 'crime']","['venice', 'california', 'trainstation', 'helicopter', 'austria', 'mountains', 'gold', 'subway', 'hacker', 'chase', 'safe', 'remake', 'caper', 'revenge', 'murder', 'heist', 'doublecrossed', 'fastcars', 'boatchase', 'losangeles', 'explosion', 'convict', 'fatherdaughterrelationship', 'carchase', 'tvnews', 'hollywoodsign', 'televisionrepair', 'minicooper']",delinepictures,The Italian Job,"['markwahlberg', 'charlizetheron', 'edwardnorton', 'sethgreen', 'jasonstatham', 'yasiinbey', 'frankyg', 'donaldsutherland', 'olekkrupa', 'borisleekrutonog', 'faustocallegarini', 'stefanopetronelli', 'fabioscarpa', 'cristianobonora', 'tiberiogreco', 'jimmyshubert', 'tammicubilette', 'maryportser', 'gawtti', 'melaniejayne', 'gregoryscottcummins', 'erikwalker']",f.garygray,action crime venice california trainstation helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist doublecrossed fastcars boatchase losangeles explosion convict fatherdaughterrelationship carchase tvnews hollywoodsign televisionrepair minicooper d e l i n e p i c t u r e s
703,"['romance', 'comedy']","['newyork', 'parishhall', 'romanticcomedy', 'lawyer', 'billionaire', 'environmentallaw']",villageroadshowpictures,Two Weeks Notice,"['sandrabullock', 'hughgrant', 'aliciawitt', 'danaivey', 'robertklein', 'heatherburns', 'davidhaig', 'dorianmissick', 'veannecox', 'janinelamanna', 'iraidapolanco', 'charlottemaier', 'katherynwinnick', 'timkang', 'wynterkullman', 'jasonantoon', 'francieswift', 'mandysiegfried', 'markzeisler', 'roccomusacchia', 'jonathandokuchitz', 'josephbadaluccojr.', 'libbywest', 'sharonwilkins', 'shannonfiedler', 'donaldtrump']",marclawrence,romance comedy newyork parishhall romanticcomedy lawyer billionaire environmentallaw v i l l a g e r o a d s h o w p i c t u r e s
704,"['adventure', 'animation', 'comedy', 'family']","['general', 'hero', 'worker', 'ant', 'work', 'assignment', 'war', 'princess', 'soldier', 'individuality', 'friend']",dreamworksskg,Antz,"['woodyallen', 'danaykroyd', 'annebancroft', 'dannyglover', 'genehackman', 'janecurtin', 'jenniferlopez', 'johnmahoney', 'paulmazursky', 'grantshaud', 'sylvesterstallone', 'sharonstone', 'christopherwalken', 'jimcummings', 'aprilwinchell', 'ericdarnell', 'garyschwartz', 'jerrysroka']",ericdarnell,adventure animation comedy family general hero worker ant work assignment war princess soldier individuality friend d r e a m w o r k s s k g
705,"['comedy', 'romance']","['island', 'marriedcouple', 'yoga', 'tahiti', 'couplestherapy', 'beautifulwoman', 'tropical', 'aftercreditsstinger', 'duringcreditsstinger', 'frenchpolynesia', 'polynésiefrançaise']",universalpictures,Couples Retreat,"['vincevaughn', 'malinåkerman', 'jasonbateman', 'kristenbell', 'jonfavreau', 'kenjeong', 'kristindavis', 'johnmichaelhiggins', 'tashasmith', 'faizonlove', 'temueramorrison', 'peterserafinowicz', 'karendavid', 'carlosponce', 'kalihawk', 'jeanreno', 'alexisknapp', 'gattlingriffith']",peterbillingsley,comedy romance island marriedcouple yoga tahiti couplestherapy beautifulwoman tropical aftercreditsstinger duringcreditsstinger frenchpolynesia polynésiefrançaise u n i v e r s a l p i c t u r e s
706,['adventure'],"['stock-car-race', 'daytona', 'carcrash']",paramountpictures,Days of Thunder,"['tomcruise', 'robertduvall', 'nicolekidman', 'randyquaid', 'caryelwes', 'freddaltonthompson', 'johnc.reilly', 'j.c.quinn', 'donsimpson', 'michaelrooker', 'carolinewilliams', 'margomartindale']",tonyscott,adventure stock-car-race daytona carcrash p a r a m o u n t p i c t u r e s
707,['comedy'],"['holiday', 'lake', 'bigfamily', 'father', 'laborpain', 'rivalry', 'familyholiday']",twentiethcenturyfoxfilmcorporation,Cheaper by the Dozen 2,"['stevemartin', 'eugenelevy', 'bonniehunt', 'tomwelling', 'jonathanbennett', 'forrestlandis', 'carmenelectra', 'taylorlautner', 'jacobsmith', 'keving.schmidt', 'brentkinsman', 'brentandshanekinsman', 'blakewoodruff', 'alexanderconti', 'matthewknight', 'hilaryduff', 'alysonstoner', 'morganyork', 'lilianamumy', 'robbieamell', 'adamshankman', 'piperperabo']",adamshankman,comedy holiday lake bigfamily father laborpain rivalry familyholiday t w e n t i e t h c e n t u r y f o x f i l m c o r p o r a t i o n
708,['action'],"['basedonnovel', 'resistance', 'maze', 'post-apocalyptic', 'dystopia', 'infection', 'ontherun', 'escape', 'zombie', 'storm', 'disease', 'desert', 'sewer', 'antidote', 'corporation', 'virus', 'runner', 'cityruin', 'immunity']",gothamgroup,Maze Runner: The Scorch Trials,"[""dylano'brien"", 'kayascodelario', 'thomasbrodie-sangster', 'giancarloesposito', 'aidangillen', 'barrypepper', 'lilitaylor', 'patriciaclarkson', 'kihonglee', 'dexterdarden', 'jacoblofland', 'nathalieemmanuel', 'katherinemcnamara', 'loramartinez-cunningham', 'rosasalazar', 'tatankameans', 'keithjardine', 'jennygabrielle', 'bryceromero', 'alantudyk', 'shawnprince', 'terrydaleparks', 'johntrejo', 'laramiecooley', 'alexanderflores', 'kathrynsmith-mcglynn', 'mattmetzler', 'davidhouse', 'lukegallegos', 'jeremybecerra', 'matthewpage', 'alexknight', 'marccomstock', 'brandonk.hampton', 'ryanjasoncook', 'jamesburnett', 'morsebicknell']",wesball,action basedonnovel resistance maze post-apocalyptic dystopia infection ontherun escape zombie storm disease desert sewer antidote corporation virus runner cityruin immunity g o t h a m g r o u p
709,['drama'],"['indonesia', 'femaleprotagonist', 'india', 'divorce', 'bali']",columbiapictures,Eat Pray Love,"['juliaroberts', 'jamesfranco', 'javierbardem', 'billycrudup', 'richardjenkins', 'violadavis', 'i.gustiayupuspawati', 'hadisubiyanto', 'a.jayradcliff', ""mikeo'malley"", 'ashlieatkinson', 'lisarobertsgillan', ""ryano'nan"", 'gitareddy', 'gitareddy', 'gitareddy', 'jenkwok', 'marytesta', 'tuvanovotny']",ryanmurphy,drama indonesia femaleprotagonist india divorce bali c o l u m b i a p i c t u r e s
710,"['comedy', 'drama', 'romance', 'fantasy']","['workaholic', 'secondchance', 'guardianangel', 'christmas', 'careervsfamily', 'lifereprioritizing']",universalpictures,The Family Man,"['nicolascage', 'téaleoni', 'doncheadle', 'saulrubinek', 'ambervalletta', 'makenzieveganorfolk', 'ryanmilkovich', 'jakemilkovich', 'lisathornhill', 'jeremypiven', 'christopherbreslin']",brettratner,comedy drama romance fantasy workaholic secondchance guardianangel christmas careervsfamily lifereprioritizing u n i v e r s a l p i c t u r e s
711,"['action', 'adventure', 'comedy', 'crime', 'thriller']","['cia', 'retirement', 'shottodeath', 'sniperrifle', 'retired', 'femalespy', 'alarm']",dccomics,RED,"['brucewillis', 'johnmalkovich', 'helenmirren', 'mary-louiseparker', 'karlurban', 'richarddreyfuss', 'jamesremar', 'morganfreeman', 'briancox', 'ernestborgnine', 'julianmcmahon', 'michellenolden', 'jonathanwalker', 'johnstead', 'lauradecarteret', 'emilykuroda', 'justinewachsberger', 'heidivonpalleske', 'desireebeausoleil', 'chrisowens', 'rebeccapidgeon', 'jaquelinefleming', 'randywadekelley', 'jasongiuliano', 'alecrayme', 'lawrenceturner', 'joechrest', 'tarayelland', 'tonydesantis']",robertschwentke,action adventure comedy crime thriller cia retirement shottodeath sniperrifle retired femalespy alarm d c c o m i c s
712,['drama'],"['americanfootball', 'trainer', 'training', 'americanfootballcoach', 'sport', 'americanfootballstadium']",donners'company,Any Given Sunday,"['alpacino', 'camerondiaz', 'dennisquaid', 'jameswoods', 'jamiefoxx', 'llcoolj', 'matthewmodine', 'jimbrown', 'lawrencetaylor', 'billbellamy', 'aaroneckhart', 'johnc.mcginley', 'andrewbryniarski', 'laurenholly', 'ann-margret', 'lelarochon', 'ronmadoff', 'elizabethberkley', 'charltonheston', 'deliasheppard', 'maryfanaro', 'jameskaren', 'giannirusso', 'duanemartin', 'cliftondavis', 'johndaniel', ""patricko'hara"", 'jerrya.sharp', 'martywright', 'mazioroyster', 'toddsmith', 'jamiewilliams', 'craigthomson', 'gregorvis', 'rickjohnson', 'bjornnittmo', 'mattmartinez', 'peteohnegian', ""briane.o'neal"", 'robertl.goff', 'skipmcclendon', 'derricklassic', 'ericmiller', 'oliverstone', 'phillatzman', 'barryswitzer', 'markrobertellis', 'josepha.wilson', 'margaretbetts', 'antaresdavis', 'lizpetterson', 'lesterspeight', 'kirstenkrueger', 'joannatheobalds', 'tonyaoliver', 'amydorris', 'sarahpenman', 'kathyalzadomurray', 'sachavoski', 'nikkinovak', 'michellebernard', 'lisaannphillips', 'catstone', 'carinabnathy', 'micahwest', 'christytummond']",oliverstone,drama americanfootball trainer training americanfootballcoach sport americanfootballstadium d o n n e r s ' c o m p a n y
713,"['drama', 'romance']","['lovetriangle', 'newyork', 'montana', 'attachmenttonature', 'confidence', 'horsebackriding', 'horse', 'ridingaccident', 'careerwoman', 'ranch', 'horsewhisperer', 'trauma', 'countrylife', 'marriagecrisis', 'crisis', 'travel', 'motherdaughterrelationship', 'animal', 'nature']",wildwoodenterprises,The Horse Whisperer,"['robertredford', 'kristinscottthomas', 'samneill', 'scarlettjohansson', 'diannewiest', 'chriscooper', 'cherryjones', 'tyhillman', 'katebosworth', 'austinschwarz', 'dustinschwarz', 'jeanettenolan', 'stevefrye', 'donedwards', 'jessalyngilsig', ""william'buddy'byrd"", 'johnhogarty', 'michellalonde', 'c.j.byrnes', 'allisonmoorer', 'glorialynnehenry']",robertredford,drama romance lovetriangle newyork montana attachmenttonature confidence horsebackriding horse ridingaccident careerwoman ranch horsewhisperer trauma countrylife marriagecrisis crisis travel motherdaughterrelationship animal nature w i l d w o o d e n t e r p r i s e s
714,"['drama', 'crime', 'thriller']","['california', 'taxi', 'assassin', 'hostage', 'taxidriver', 'fbi', 'hitman', 'police', 'losangeles', 'murderer', 'crime', 'criminal', 'gunviolence']",paramountpictures,Collateral,"['tomcruise', 'jamiefoxx', 'jadapinkettsmith', 'markruffalo', 'peterberg', 'brucemcgill', 'irmap.hall', 'barryshabakahenley', 'javierbardem', 'stevenkozlowski', 'richardt.jones', 'jamesmcbride', 'kleascott', 'bodhielfman', 'debimazar', 'emiliorivera', 'thomasrosales,jr.', 'inmoyuon', 'angelotiffe', 'jasonstatham']",michaelmann,drama crime thriller california taxi assassin hostage taxidriver fbi hitman police losangeles murderer crime criminal gunviolence p a r a m o u n t p i c t u r e s
715,"['action', 'fantasy', 'adventure']","['egypt', 'temple']",universalpictures,The Scorpion King,"['dwaynejohnson', 'kellyhu', 'michaelclarkeduncan', 'stevenbrand', 'bernardhill', 'grantheslov', 'peterfacinelli', 'ralfmoeller', 'branscomberichmond', 'rogerrees', 'sherrihoward', 'conradroberts', 'josephruskin', 'estebancueto', 'nilsallenstewart', 'amyhunter', 'seanmichaelafable', 'alleong']",chuckrussell,action fantasy adventure egypt temple u n i v e r s a l p i c t u r e s
716,"['drama', 'action', 'thriller']","['ledge', 'practicaljoke']",caseysilverproductions,Ladder 49,"['joaquinphoenix', 'johntravolta', 'jacindabarrett', 'robertpatrick', 'morrischestnut', 'billyburke', 'kevinchapman', 'jayhernandez', 'kevindaniels', 'balthazargetty']",jayrussell,drama action thriller ledge practicaljoke c a s e y s i l v e r p r o d u c t i o n s
717,"['crime', 'drama', 'thriller']","['basedonnovel', 'sniper', 'investigation', 'police', 'quarry']",paramountpictures,Jack Reacher,"['tomcruise', 'rosamundpike', 'richardjenkins', 'davidoyelowo', 'wernerherzog', 'jaicourtney', 'vladimirsizov', 'josephsikora', 'michaelraymond-james', 'alexiafast', 'joshhelman', 'robertduvall', 'jamesmartinkelly', 'dylankussman', 'denvermilord', 'juliayorks', 'nicoleforester', 'delilahpicart', 'joecoyle', 'aliciamurton', 'petergannon', 'davidwhalen', 'sophieguest', 'michaelminor', 'scotta.martin', 'cjramirez', 'tericlark', 'jaridfaubel', 'saralindsey', 'jacejeanes', 'andreiruntso', 'efkakvaraciejus', 'leechild', 'tommylafitte', 'kristendalton', 'jordantrovillion', 'anniekitral', 'lissygulick', 'catherinealbers', 'larissaemanuele', 'jasonmccune', 'shanecallahan', 'joshuaelijahreese', 'nathanhollabaugh', 'christopherstadulis', 'susanangelo', 'tristanelma']",christophermcquarrie,crime drama thriller basedonnovel sniper investigation police quarry p a r a m o u n t p i c t u r e s
718,"['action', 'sciencefiction', 'thriller']","['sharkattack', 'shark', ""alzheimer'sdisease"", 'killershark', 'noopeningcredits']",villageroadshowpictures,Deep Blue Sea,"['thomasjane', 'saffronburrows', 'llcoolj', 'michaelrapaport', 'samuell.jackson', 'stellanskarsgård', 'jacquelinemckenzie', 'aidaturturro', 'cristos', 'danielrey', 'valenterodriguez', 'brentroam', 'eyalpodell', 'erinnbartlett', 'danthiel', 'sabrinageerinckx', 'tajshathomas', 'frankwelker']",rennyharlin,action sciencefiction thriller sharkattack shark alzheimer'sdisease killershark noopeningcredits v i l l a g e r o a d s h o w p i c t u r e s
719,"['music', 'documentary']","['popstar', 'music', 'concert', 'aftercreditsstinger', 'duringcreditsstinger']",columbiapictures,This Is It,"['michaeljackson', 'orianthi', 'kennyortega', 'dorianholley', 'patrickwoodroffe', 'bashirijohnson', 'mopleasure', 'jonathanmoffett', 'tommyorgan', 'jasminealveran']",kennyortega,music documentary popstar music concert aftercreditsstinger duringcreditsstinger c o l u m b i a p i c t u r e s
720,"['drama', 'thriller', 'sciencefiction']","['savingtheworld', 'mutation', 'infection', 'terminalillness', 'quarantine', 'outbreak', 'medical', 'vaccine', 'lethalvirus', 'scientist', 'epidemic']",doublefeaturefilms,Contagion,"['mattdamon', 'gwynethpaltrow', 'katewinslet', 'judelaw', 'marioncotillard', 'laurencefishburne', 'bryancranston', 'sanaalathan', 'jenniferehle', 'dariastrokous', 'annajacoby-heron', 'enricocolantoni', 'demetrimartin', 'rickuecker', 'nathangeist', 'jamienewell', 'elliottgould', 'griffinkane']",stevensoderbergh,drama thriller sciencefiction savingtheworld mutation infection terminalillness quarantine outbreak medical vaccine lethalvirus scientist epidemic d o u b l e f e a t u r e f i l m s
721,"['comedy', 'adventure', 'crime']","['moneydelivery', 'fool', 'australia', 'hoodlum', 'kangaroo']",castlerockentertainment,Kangaroo Jack,"[""jerryo'connell"", 'anthonyanderson', 'estellawarren', 'christopherwalken', 'michaelshannon', 'martoncsokas', 'dyancannon']",davidmcnally,comedy adventure crime moneydelivery fool australia hoodlum kangaroo c a s t l e r o c k e n t e r t a i n m e n t
722,"['animation', 'family']","['dream', 'eye', 'stuffedanimal', 'parallelworld', 'button', 'newhome', 'secretdoor', 'aftercreditsstinger', 'duringcreditsstinger']",focusfeatures,Coraline,"['dakotafanning', 'terihatcher', 'jennifersaunders', 'dawnfrench', 'keithdavid', 'johnhodgman', 'robertbaileyjr.', 'ianmcshane']",henryselick,animation family dream eye stuffedanimal parallelworld button newhome secretdoor aftercreditsstinger duringcreditsstinger f o c u s f e a t u r e s
